P1A	P2A	P1B	P2B	Jaccard
P19784	P60484	P19784	Q9UNH7	0.153846153846
P19784	P60484	P19784	Q9Y6N6	0.473684210526
P19784	P60484	P19784	V9HWG3	0.428571428571
P19784	P60484	P19784	B4DEE8	0.625
P19784	P60484	P19784	O00267	0.45
P19784	P60484	P19784	O14503	0.0833333333333
P19784	P60484	P19784	O60282	0.45
P19784	P60484	P19784	O60341	0.533333333333
P19784	P60484	P19784	O95477	0.45
P19784	P60484	P19784	P01100	0.214285714286
P19784	P60484	P19784	P04156	0.45
P19784	P60484	P19784	P04424	0.526315789474
P19784	P60484	P19784	P05412	0.153846153846
P19784	P60484	P19784	P07237	0.428571428571
P19784	P60484	P19784	P07327	0.6
P19784	P60484	P19784	P09497	0.230769230769
P19784	P60484	P19784	P11387	0.533333333333
P19784	P60484	P19784	P11388	0.45
P19784	P60484	P19784	P14598	0.153846153846
P19784	P60484	P19784	P15336	0.230769230769
P19784	P60484	P19784	P16403	0.473684210526
P19784	P60484	P19784	P16455	0.625
P19784	P60484	P19784	P17096	0.368421052632
P19784	P60484	P19784	P17931	0.428571428571
P19784	P60484	P19784	P18031	0.470588235294
P19784	P60484	P19784	P18846	0.214285714286
P19784	P60484	P19784	P19338	0.285714285714
P19784	P62158	P19784	P62158	1.0
P19784	P62158	P19784	P67870	0.0
P19784	P62158	P19784	P68400	0.285714285714
P19784	P62158	P19784	Q04206	0.3125
P19784	P62158	P19784	Q13351	0.1
P19784	P62158	P19784	Q13541	0.0
P19784	P62158	P19784	Q14166	0.235294117647
P19784	P62158	P19784	Q14995	0.142857142857
P19784	P62158	P19784	Q15649	0.0
P19784	P62158	P19784	Q16623	0.416666666667
P19784	P62158	P19784	Q5JPJ8	0.0
P19784	P62158	P19784	Q8N7H5	0.0
P19784	P62158	P19784	Q8WV44	0.0
P19784	P62158	P19784	Q92598	0.210526315789
P19784	P62158	P19784	Q92793	0.222222222222
P19784	P62158	P19784	Q96C86	0.285714285714
P19784	P62158	P19784	Q96ST3	0.222222222222
P19784	P62158	P19784	Q9BS34	0.235294117647
P19784	P62158	P19784	Q9C0J9	0.0
P19784	P62158	P19784	Q9H063	0.214285714286
P19784	P62158	P19784	Q9HCE7	0.210526315789
P19784	P62158	P19784	Q9P2X7	0.222222222222
P19784	P62158	P19784	Q9P2Y4	0.235294117647
P19784	P62158	P19784	Q9UBN7	0.222222222222
P19784	P62158	P19784	Q9UNH7	0.0
P19784	P62158	P19784	Q9Y6N6	0.235294117647
P19784	P62158	P19784	V9HWG3	0.210526315789
P19784	P62158	P19784	B4DEE8	0.357142857143
P19784	P62158	P19784	O00267	0.222222222222
P19784	P62158	P19784	O14503	0.0
P19784	P62158	P19784	O60282	0.222222222222
P19784	P62158	P19784	O60341	0.454545454545
P19784	P62158	P19784	O95477	0.222222222222
P19784	P62158	P19784	P01100	0.0
P19784	P62158	P19784	P04156	0.222222222222
P19784	P62158	P19784	P04424	0.294117647059
P19784	P62158	P19784	P05412	0.0
P19784	P62158	P19784	P07237	0.210526315789
P19784	P62158	P19784	P07327	0.307692307692
P19784	P62158	P19784	P09497	0.0
P19784	P62158	P19784	P11387	0.333333333333
P19784	P62158	P19784	P11388	0.222222222222
P19784	P62158	P19784	P14598	0.0
P19784	P62158	P19784	P15336	0.0
P19784	P62158	P19784	P16403	0.235294117647
P19784	P62158	P19784	P16455	0.357142857143
P19784	P62158	P19784	P17096	0.266666666667
P19784	P62158	P19784	P17931	0.210526315789
P19784	P62158	P19784	P18031	0.285714285714
P19784	P62158	P19784	P18846	0.0
P19784	P62158	P19784	P19338	0.1
P19784	P67870	P19784	P67870	1.0
P19784	P67870	P19784	P68400	0.0344827586207
P19784	P67870	P19784	Q04206	0.0
P19784	P67870	P19784	Q13351	0.0
P19784	P67870	P19784	Q13541	0.0
P19784	P67870	P19784	Q14166	0.1
P19784	P67870	P19784	Q14995	0.0
P19784	P67870	P19784	Q15649	0.0
P19784	P67870	P19784	Q16623	0.0
P19784	P67870	P19784	Q5JPJ8	0.0
P19784	P67870	P19784	Q8N7H5	0.0
P19784	P67870	P19784	Q8WV44	0.0
P19784	P67870	P19784	Q92598	0.09375
P19784	P67870	P19784	Q92793	0.0967741935484
P19784	P67870	P19784	Q96C86	0.0344827586207
P19784	P67870	P19784	Q96ST3	0.0967741935484
P19784	P67870	P19784	Q9BS34	0.1
P19784	P67870	P19784	Q9C0J9	0.0
P19784	P67870	P19784	Q9H063	0.0357142857143
P19784	P67870	P19784	Q9HCE7	0.09375
P19784	P67870	P19784	Q9P2X7	0.0967741935484
P19784	P67870	P19784	Q9P2Y4	0.1
P19784	P67870	P19784	Q9UBN7	0.0967741935484
P19784	P67870	P19784	Q9UNH7	0.0
P19784	P67870	P19784	Q9Y6N6	0.1
P19784	P67870	P19784	V9HWG3	0.09375
P19784	P67870	P19784	B4DEE8	0.0
P19784	P67870	P19784	O00267	0.0967741935484
P19784	P67870	P19784	O14503	0.0
P19784	P67870	P19784	O60282	0.0967741935484
P19784	P67870	P19784	O60341	0.0
P19784	P67870	P19784	O95477	0.0967741935484
P19784	P67870	P19784	P01100	0.0
P19784	P67870	P19784	P04156	0.0967741935484
P19784	P67870	P19784	P04424	0.0
P19784	P67870	P19784	P05412	0.0
P19784	P67870	P19784	P07237	0.09375
P19784	P67870	P19784	P07327	0.0
P19784	P67870	P19784	P09497	0.0
P19784	P67870	P19784	P11387	0.0
P19784	P67870	P19784	P11388	0.0967741935484
P19784	P67870	P19784	P14598	0.0
P19784	P67870	P19784	P15336	0.0
P19784	P67870	P19784	P16403	0.1
P19784	P67870	P19784	P16455	0.0
P19784	P67870	P19784	P17096	0.0333333333333
P19784	P67870	P19784	P17931	0.0
P19784	P67870	P19784	P18031	0.0
P19784	P67870	P19784	P18846	0.0
P19784	P67870	P19784	P19338	0.0
P19784	P68400	P19784	P68400	1.0
P19784	P68400	P19784	Q04206	0.705882352941
P19784	P68400	P19784	Q13351	0.461538461538
P19784	P68400	P19784	Q13541	0.230769230769
P19784	P68400	P19784	Q14166	0.380952380952
P19784	P68400	P19784	Q14995	0.230769230769
P19784	P68400	P19784	Q15649	0.230769230769
P19784	P68400	P19784	Q16623	0.785714285714
P19784	P68400	P19784	Q5JPJ8	0.230769230769
P19784	P68400	P19784	Q8N7H5	0.230769230769
P19784	P68400	P19784	Q8WV44	0.153846153846
P19784	P68400	P19784	Q92598	0.409090909091
P19784	P68400	P19784	Q92793	0.363636363636
P19784	P68400	P19784	Q96C86	0.733333333333
P19784	P68400	P19784	Q96ST3	0.363636363636
P19784	P68400	P19784	Q9BS34	0.380952380952
P19784	P68400	P19784	Q9C0J9	0.0769230769231
P19784	P68400	P19784	Q9H063	0.785714285714
P19784	P68400	P19784	Q9HCE7	0.409090909091
P19784	P68400	P19784	Q9P2X7	0.363636363636
P19784	P68400	P19784	Q9P2Y4	0.380952380952
P19784	P68400	P19784	Q9UBN7	0.363636363636
P19784	P68400	P19784	Q9UNH7	0.230769230769
P19784	P68400	P19784	Q9Y6N6	0.380952380952
P19784	P68400	P19784	V9HWG3	0.409090909091
P19784	P68400	P19784	B4DEE8	0.8
P19784	P68400	P19784	O00267	0.363636363636
P19784	P68400	P19784	O14503	0.0769230769231
P19784	P68400	P19784	O60282	0.363636363636
P19784	P68400	P19784	O60341	0.714285714286
P19784	P68400	P19784	O95477	0.363636363636
P19784	P68400	P19784	P01100	0.384615384615
P19784	P68400	P19784	P04156	0.428571428571
P19784	P68400	P19784	P04424	0.5
P19784	P68400	P19784	P05412	0.230769230769
P19784	P68400	P19784	P07237	0.409090909091
P19784	P68400	P19784	P07327	0.666666666667
P19784	P68400	P19784	P09497	0.307692307692
P19784	P68400	P19784	P11387	0.714285714286
P19784	P68400	P19784	P11388	0.428571428571
P19784	P68400	P19784	P14598	0.230769230769
P19784	P68400	P19784	P15336	0.307692307692
P19784	P68400	P19784	P16403	0.380952380952
P19784	P68400	P19784	P16455	0.8
P19784	P68400	P19784	P17096	0.35
P19784	P68400	P19784	P17931	0.47619047619
P19784	P68400	P19784	P18031	0.625
P19784	P68400	P19784	P18846	0.384615384615
P19784	P68400	P19784	P19338	0.461538461538
P19784	Q04206	P19784	Q04206	1.0
P19784	Q04206	P19784	Q13351	0.375
P19784	Q04206	P19784	Q13541	0.1875
P19784	Q04206	P19784	Q14166	0.454545454545
P19784	Q04206	P19784	Q14995	0.1875
P19784	Q04206	P19784	Q15649	0.1875
P19784	Q04206	P19784	Q16623	0.75
P19784	Q04206	P19784	Q5JPJ8	0.1875
P19784	Q04206	P19784	Q8N7H5	0.1875
P19784	Q04206	P19784	Q8WV44	0.125
P19784	Q04206	P19784	Q92598	0.416666666667
P19784	Q04206	P19784	Q92793	0.434782608696
P19784	Q04206	P19784	Q96C86	0.611111111111
P19784	Q04206	P19784	Q96ST3	0.434782608696
P19784	Q04206	P19784	Q9BS34	0.454545454545
P19784	Q04206	P19784	Q9C0J9	0.0625
P19784	Q04206	P19784	Q9H063	0.555555555556
P19784	Q04206	P19784	Q9HCE7	0.416666666667
P19784	Q04206	P19784	Q9P2X7	0.434782608696
P19784	Q04206	P19784	Q9P2Y4	0.454545454545
P19784	Q04206	P19784	Q9UBN7	0.434782608696
P19784	Q04206	P19784	Q9UNH7	0.1875
P19784	Q04206	P19784	Q9Y6N6	0.454545454545
P19784	Q04206	P19784	V9HWG3	0.416666666667
P19784	Q04206	P19784	B4DEE8	0.875
P19784	Q04206	P19784	O00267	0.434782608696
P19784	Q04206	P19784	O14503	0.0625
P19784	Q04206	P19784	O60282	0.434782608696
P19784	Q04206	P19784	O60341	0.6875
P19784	Q04206	P19784	O95477	0.434782608696
P19784	Q04206	P19784	P01100	0.3125
P19784	Q04206	P19784	P04156	0.434782608696
P19784	Q04206	P19784	P04424	0.736842105263
P19784	Q04206	P19784	P05412	0.1875
P19784	Q04206	P19784	P07237	0.416666666667
P19784	Q04206	P19784	P07327	0.75
P19784	Q04206	P19784	P09497	0.25
P19784	Q04206	P19784	P11387	0.6875
P19784	Q04206	P19784	P11388	0.434782608696
P19784	Q04206	P19784	P14598	0.1875
P19784	Q04206	P19784	P15336	0.25
P19784	Q04206	P19784	P16403	0.454545454545
P19784	Q04206	P19784	P16455	0.875
P19784	Q04206	P19784	P17096	0.428571428571
P19784	Q04206	P19784	P17931	0.619047619048
P19784	Q04206	P19784	P18031	0.611111111111
P19784	Q04206	P19784	P18846	0.3125
P19784	Q04206	P19784	P19338	0.375
P19784	Q13351	P19784	Q13351	1.0
P19784	Q13351	P19784	Q13541	0.285714285714
P19784	Q13351	P19784	Q14166	0.294117647059
P19784	Q13351	P19784	Q14995	0.5
P19784	Q13351	P19784	Q15649	0.285714285714
P19784	Q13351	P19784	Q16623	0.5
P19784	Q13351	P19784	Q5JPJ8	0.285714285714
P19784	Q13351	P19784	Q8N7H5	0.285714285714
P19784	Q13351	P19784	Q8WV44	0.333333333333
P19784	Q13351	P19784	Q92598	0.333333333333
P19784	Q13351	P19784	Q92793	0.277777777778
P19784	Q13351	P19784	Q96C86	0.357142857143
P19784	Q13351	P19784	Q96ST3	0.277777777778
P19784	Q13351	P19784	Q9BS34	0.294117647059
P19784	Q13351	P19784	Q9C0J9	0.166666666667
P19784	Q13351	P19784	Q9H063	0.384615384615
P19784	Q13351	P19784	Q9HCE7	0.333333333333
P19784	Q13351	P19784	Q9P2X7	0.277777777778
P19784	Q13351	P19784	Q9P2Y4	0.294117647059
P19784	Q13351	P19784	Q9UBN7	0.277777777778
P19784	Q13351	P19784	Q9UNH7	0.285714285714
P19784	Q13351	P19784	Q9Y6N6	0.294117647059
P19784	Q13351	P19784	V9HWG3	0.333333333333
P19784	Q13351	P19784	B4DEE8	0.428571428571
P19784	Q13351	P19784	O00267	0.277777777778
P19784	Q13351	P19784	O14503	0.166666666667
P19784	Q13351	P19784	O60282	0.277777777778
P19784	Q13351	P19784	O60341	0.416666666667
P19784	Q13351	P19784	O95477	0.277777777778
P19784	Q13351	P19784	P01100	0.571428571429
P19784	Q13351	P19784	P04156	0.352941176471
P19784	Q13351	P19784	P04424	0.277777777778
P19784	Q13351	P19784	P05412	0.285714285714
P19784	Q13351	P19784	P07237	0.333333333333
P19784	Q13351	P19784	P07327	0.5
P19784	Q13351	P19784	P09497	0.428571428571
P19784	Q13351	P19784	P11387	0.416666666667
P19784	Q13351	P19784	P11388	0.352941176471
P19784	Q13351	P19784	P14598	0.285714285714
P19784	Q13351	P19784	P15336	0.428571428571
P19784	Q13351	P19784	P16403	0.294117647059
P19784	Q13351	P19784	P16455	0.428571428571
P19784	Q13351	P19784	P17096	0.111111111111
P19784	Q13351	P19784	P17931	0.333333333333
P19784	Q13351	P19784	P18031	0.357142857143
P19784	Q13351	P19784	P18846	0.571428571429
P19784	Q13351	P19784	P19338	1.0
P19784	Q13541	P19784	Q13541	1.0
P19784	Q13541	P19784	Q14166	0.1875
P19784	Q13541	P19784	Q14995	0.2
P19784	Q13541	P19784	Q15649	1.0
P19784	Q13541	P19784	Q16623	0.25
P19784	Q13541	P19784	Q5JPJ8	1.0
P19784	Q13541	P19784	Q8N7H5	1.0
P19784	Q13541	P19784	Q8WV44	0.25
P19784	Q13541	P19784	Q92598	0.166666666667
P19784	Q13541	P19784	Q92793	0.176470588235
P19784	Q13541	P19784	Q96C86	0.230769230769
P19784	Q13541	P19784	Q96ST3	0.176470588235
P19784	Q13541	P19784	Q9BS34	0.1875
P19784	Q13541	P19784	Q9C0J9	0.333333333333
P19784	Q13541	P19784	Q9H063	0.25
P19784	Q13541	P19784	Q9HCE7	0.166666666667
P19784	Q13541	P19784	Q9P2X7	0.176470588235
P19784	Q13541	P19784	Q9P2Y4	0.1875
P19784	Q13541	P19784	Q9UBN7	0.176470588235
P19784	Q13541	P19784	Q9UNH7	1.0
P19784	Q13541	P19784	Q9Y6N6	0.1875
P19784	Q13541	P19784	V9HWG3	0.166666666667
P19784	Q13541	P19784	B4DEE8	0.214285714286
P19784	Q13541	P19784	O00267	0.176470588235
P19784	Q13541	P19784	O14503	0.333333333333
P19784	Q13541	P19784	O60282	0.176470588235
P19784	Q13541	P19784	O60341	0.272727272727
P19784	Q13541	P19784	O95477	0.176470588235
P19784	Q13541	P19784	P01100	0.6
P19784	Q13541	P19784	P04156	0.176470588235
P19784	Q13541	P19784	P04424	0.111111111111
P19784	Q13541	P19784	P05412	1.0
P19784	Q13541	P19784	P07237	0.166666666667
P19784	Q13541	P19784	P07327	0.25
P19784	Q13541	P19784	P09497	0.75
P19784	Q13541	P19784	P11387	0.272727272727
P19784	Q13541	P19784	P11388	0.176470588235
P19784	Q13541	P19784	P14598	0.5
P19784	Q13541	P19784	P15336	0.75
P19784	Q13541	P19784	P16403	0.1875
P19784	Q13541	P19784	P16455	0.214285714286
P19784	Q13541	P19784	P17096	0.133333333333
P19784	Q13541	P19784	P17931	0.166666666667
P19784	Q13541	P19784	P18031	0.230769230769
P19784	Q13541	P19784	P18846	0.6
P19784	Q13541	P19784	P19338	0.285714285714
P19784	Q14166	P19784	Q14166	1.0
P19784	Q14166	P19784	Q14995	0.117647058824
P19784	Q14166	P19784	Q15649	0.1875
P19784	Q14166	P19784	Q16623	0.473684210526
P19784	Q14166	P19784	Q5JPJ8	0.1875
P19784	Q14166	P19784	Q8N7H5	0.1875
P19784	Q14166	P19784	Q8WV44	0.0588235294118
P19784	Q14166	P19784	Q92598	0.478260869565
P19784	Q14166	P19784	Q92793	0.833333333333
P19784	Q14166	P19784	Q96C86	0.45
P19784	Q14166	P19784	Q96ST3	0.833333333333
P19784	Q14166	P19784	Q9BS34	1.0
P19784	Q14166	P19784	Q9C0J9	0.0625
P19784	Q14166	P19784	Q9H063	0.4
P19784	Q14166	P19784	Q9HCE7	0.478260869565
P19784	Q14166	P19784	Q9P2X7	0.833333333333
P19784	Q14166	P19784	Q9P2Y4	1.0
P19784	Q14166	P19784	Q9UBN7	0.833333333333
P19784	Q14166	P19784	Q9UNH7	0.1875
P19784	Q14166	P19784	Q9Y6N6	1.0
P19784	Q14166	P19784	V9HWG3	0.478260869565
P19784	Q14166	P19784	B4DEE8	0.5
P19784	Q14166	P19784	O00267	0.833333333333
P19784	Q14166	P19784	O14503	0.0625
P19784	Q14166	P19784	O60282	0.833333333333
P19784	Q14166	P19784	O60341	0.421052631579
P19784	Q14166	P19784	O95477	0.833333333333
P19784	Q14166	P19784	P01100	0.235294117647
P19784	Q14166	P19784	P04156	0.434782608696
P19784	Q14166	P19784	P04424	0.434782608696
P19784	Q14166	P19784	P05412	0.1875
P19784	Q14166	P19784	P07237	0.478260869565
P19784	Q14166	P19784	P07327	0.473684210526
P19784	Q14166	P19784	P09497	0.176470588235
P19784	Q14166	P19784	P11387	0.421052631579
P19784	Q14166	P19784	P11388	0.434782608696
P19784	Q14166	P19784	P14598	0.117647058824
P19784	Q14166	P19784	P15336	0.176470588235
P19784	Q14166	P19784	P16403	1.0
P19784	Q14166	P19784	P16455	0.5
P19784	Q14166	P19784	P17096	0.2
P19784	Q14166	P19784	P17931	0.416666666667
P19784	Q14166	P19784	P18031	0.45
P19784	Q14166	P19784	P18846	0.235294117647
P19784	Q14166	P19784	P19338	0.294117647059
P19784	Q14995	P19784	Q14995	1.0
P19784	Q14995	P19784	Q15649	0.2
P19784	Q14995	P19784	Q16623	0.25
P19784	Q14995	P19784	Q5JPJ8	0.2
P19784	Q14995	P19784	Q8N7H5	0.2
P19784	Q14995	P19784	Q8WV44	0.666666666667
P19784	Q14995	P19784	Q92598	0.166666666667
P19784	Q14995	P19784	Q92793	0.111111111111
P19784	Q14995	P19784	Q96C86	0.142857142857
P19784	Q14995	P19784	Q96ST3	0.111111111111
P19784	Q14995	P19784	Q9BS34	0.117647058824
P19784	Q14995	P19784	Q9C0J9	0.333333333333
P19784	Q14995	P19784	Q9H063	0.153846153846
P19784	Q14995	P19784	Q9HCE7	0.166666666667
P19784	Q14995	P19784	Q9P2X7	0.111111111111
P19784	Q14995	P19784	Q9P2Y4	0.117647058824
P19784	Q14995	P19784	Q9UBN7	0.111111111111
P19784	Q14995	P19784	Q9UNH7	0.2
P19784	Q14995	P19784	Q9Y6N6	0.117647058824
P19784	Q14995	P19784	V9HWG3	0.166666666667
P19784	Q14995	P19784	B4DEE8	0.214285714286
P19784	Q14995	P19784	O00267	0.111111111111
P19784	Q14995	P19784	O14503	0.333333333333
P19784	Q14995	P19784	O60282	0.111111111111
P19784	Q14995	P19784	O60341	0.272727272727
P19784	Q14995	P19784	O95477	0.111111111111
P19784	Q14995	P19784	P01100	0.333333333333
P19784	Q14995	P19784	P04156	0.176470588235
P19784	Q14995	P19784	P04424	0.176470588235
P19784	Q14995	P19784	P05412	0.2
P19784	Q14995	P19784	P07237	0.166666666667
P19784	Q14995	P19784	P07327	0.25
P19784	Q14995	P19784	P09497	0.4
P19784	Q14995	P19784	P11387	0.166666666667
P19784	Q14995	P19784	P11388	0.176470588235
P19784	Q14995	P19784	P14598	0.2
P19784	Q14995	P19784	P15336	0.4
P19784	Q14995	P19784	P16403	0.117647058824
P19784	Q14995	P19784	P16455	0.214285714286
P19784	Q14995	P19784	P17096	0.133333333333
P19784	Q14995	P19784	P17931	0.166666666667
P19784	Q14995	P19784	P18031	0.142857142857
P19784	Q14995	P19784	P18846	0.333333333333
P19784	Q14995	P19784	P19338	0.5
P19784	Q15649	P19784	Q15649	1.0
P19784	Q15649	P19784	Q16623	0.25
P19784	Q15649	P19784	Q5JPJ8	1.0
P19784	Q15649	P19784	Q8N7H5	1.0
P19784	Q15649	P19784	Q8WV44	0.25
P19784	Q15649	P19784	Q92598	0.166666666667
P19784	Q15649	P19784	Q92793	0.176470588235
P19784	Q15649	P19784	Q96C86	0.230769230769
P19784	Q15649	P19784	Q96ST3	0.176470588235
P19784	Q15649	P19784	Q9BS34	0.1875
P19784	Q15649	P19784	Q9C0J9	0.333333333333
P19784	Q15649	P19784	Q9H063	0.25
P19784	Q15649	P19784	Q9HCE7	0.166666666667
P19784	Q15649	P19784	Q9P2X7	0.176470588235
P19784	Q15649	P19784	Q9P2Y4	0.1875
P19784	Q15649	P19784	Q9UBN7	0.176470588235
P19784	Q15649	P19784	Q9UNH7	1.0
P19784	Q15649	P19784	Q9Y6N6	0.1875
P19784	Q15649	P19784	V9HWG3	0.166666666667
P19784	Q15649	P19784	B4DEE8	0.214285714286
P19784	Q15649	P19784	O00267	0.176470588235
P19784	Q15649	P19784	O14503	0.333333333333
P19784	Q15649	P19784	O60282	0.176470588235
P19784	Q15649	P19784	O60341	0.272727272727
P19784	Q15649	P19784	O95477	0.176470588235
P19784	Q15649	P19784	P01100	0.6
P19784	Q15649	P19784	P04156	0.176470588235
P19784	Q15649	P19784	P04424	0.111111111111
P19784	Q15649	P19784	P05412	1.0
P19784	Q15649	P19784	P07237	0.166666666667
P19784	Q15649	P19784	P07327	0.25
P19784	Q15649	P19784	P09497	0.75
P19784	Q15649	P19784	P11387	0.272727272727
P19784	Q15649	P19784	P11388	0.176470588235
P19784	Q15649	P19784	P14598	0.5
P19784	Q15649	P19784	P15336	0.75
P19784	Q15649	P19784	P16403	0.1875
P19784	Q15649	P19784	P16455	0.214285714286
P19784	Q15649	P19784	P17096	0.133333333333
P19784	Q15649	P19784	P17931	0.166666666667
P19784	Q15649	P19784	P18031	0.230769230769
P19784	Q15649	P19784	P18846	0.6
P19784	Q15649	P19784	P19338	0.285714285714
P19784	Q16623	P19784	Q16623	1.0
P19784	Q16623	P19784	Q5JPJ8	0.25
P19784	Q16623	P19784	Q8N7H5	0.25
P19784	Q16623	P19784	Q8WV44	0.166666666667
P19784	Q16623	P19784	Q92598	0.5
P19784	Q16623	P19784	Q92793	0.45
P19784	Q16623	P19784	Q96C86	0.666666666667
P19784	Q16623	P19784	Q96ST3	0.45
P19784	Q16623	P19784	Q9BS34	0.473684210526
P19784	Q16623	P19784	Q9C0J9	0.0833333333333
P19784	Q16623	P19784	Q9H063	0.6
P19784	Q16623	P19784	Q9HCE7	0.5
P19784	Q16623	P19784	Q9P2X7	0.45
P19784	Q16623	P19784	Q9P2Y4	0.473684210526
P19784	Q16623	P19784	Q9UBN7	0.45
P19784	Q16623	P19784	Q9UNH7	0.25
P19784	Q16623	P19784	Q9Y6N6	0.473684210526
P19784	Q16623	P19784	V9HWG3	0.5
P19784	Q16623	P19784	B4DEE8	0.857142857143
P19784	Q16623	P19784	O00267	0.45
P19784	Q16623	P19784	O14503	0.0833333333333
P19784	Q16623	P19784	O60282	0.45
P19784	Q16623	P19784	O60341	0.769230769231
P19784	Q16623	P19784	O95477	0.45
P19784	Q16623	P19784	P01100	0.416666666667
P19784	Q16623	P19784	P04156	0.526315789474
P19784	Q16623	P19784	P04424	0.526315789474
P19784	Q16623	P19784	P05412	0.25
P19784	Q16623	P19784	P07237	0.5
P19784	Q16623	P19784	P07327	0.846153846154
P19784	Q16623	P19784	P09497	0.333333333333
P19784	Q16623	P19784	P11387	0.769230769231
P19784	Q16623	P19784	P11388	0.526315789474
P19784	Q16623	P19784	P14598	0.25
P19784	Q16623	P19784	P15336	0.333333333333
P19784	Q16623	P19784	P16403	0.473684210526
P19784	Q16623	P19784	P16455	0.857142857143
P19784	Q16623	P19784	P17096	0.368421052632
P19784	Q16623	P19784	P17931	0.578947368421
P19784	Q16623	P19784	P18031	0.666666666667
P19784	Q16623	P19784	P18846	0.416666666667
P19784	Q16623	P19784	P19338	0.5
P19784	Q5JPJ8	P19784	Q5JPJ8	1.0
P19784	Q5JPJ8	P19784	Q8N7H5	1.0
P19784	Q5JPJ8	P19784	Q8WV44	0.25
P19784	Q5JPJ8	P19784	Q92598	0.166666666667
P19784	Q5JPJ8	P19784	Q92793	0.176470588235
P19784	Q5JPJ8	P19784	Q96C86	0.230769230769
P19784	Q5JPJ8	P19784	Q96ST3	0.176470588235
P19784	Q5JPJ8	P19784	Q9BS34	0.1875
P19784	Q5JPJ8	P19784	Q9C0J9	0.333333333333
P19784	Q5JPJ8	P19784	Q9H063	0.25
P19784	Q5JPJ8	P19784	Q9HCE7	0.166666666667
P19784	Q5JPJ8	P19784	Q9P2X7	0.176470588235
P19784	Q5JPJ8	P19784	Q9P2Y4	0.1875
P19784	Q5JPJ8	P19784	Q9UBN7	0.176470588235
P19784	Q5JPJ8	P19784	Q9UNH7	1.0
P19784	Q5JPJ8	P19784	Q9Y6N6	0.1875
P19784	Q5JPJ8	P19784	V9HWG3	0.166666666667
P19784	Q5JPJ8	P19784	B4DEE8	0.214285714286
P19784	Q5JPJ8	P19784	O00267	0.176470588235
P19784	Q5JPJ8	P19784	O14503	0.333333333333
P19784	Q5JPJ8	P19784	O60282	0.176470588235
P19784	Q5JPJ8	P19784	O60341	0.272727272727
P19784	Q5JPJ8	P19784	O95477	0.176470588235
P19784	Q5JPJ8	P19784	P01100	0.6
P19784	Q5JPJ8	P19784	P04156	0.176470588235
P19784	Q5JPJ8	P19784	P04424	0.111111111111
P19784	Q5JPJ8	P19784	P05412	1.0
P19784	Q5JPJ8	P19784	P07237	0.166666666667
P19784	Q5JPJ8	P19784	P07327	0.25
P19784	Q5JPJ8	P19784	P09497	0.75
P19784	Q5JPJ8	P19784	P11387	0.272727272727
P19784	Q5JPJ8	P19784	P11388	0.176470588235
P19784	Q5JPJ8	P19784	P14598	0.5
P19784	Q5JPJ8	P19784	P15336	0.75
P19784	Q5JPJ8	P19784	P16403	0.1875
P19784	Q5JPJ8	P19784	P16455	0.214285714286
P19784	Q5JPJ8	P19784	P17096	0.133333333333
P19784	Q5JPJ8	P19784	P17931	0.166666666667
P19784	Q5JPJ8	P19784	P18031	0.230769230769
P19784	Q5JPJ8	P19784	P18846	0.6
P19784	Q5JPJ8	P19784	P19338	0.285714285714
P19784	Q8N7H5	P19784	Q8N7H5	1.0
P19784	Q8N7H5	P19784	Q8WV44	0.25
P19784	Q8N7H5	P19784	Q92598	0.166666666667
P19784	Q8N7H5	P19784	Q92793	0.176470588235
P19784	Q8N7H5	P19784	Q96C86	0.230769230769
P19784	Q8N7H5	P19784	Q96ST3	0.176470588235
P19784	Q8N7H5	P19784	Q9BS34	0.1875
P19784	Q8N7H5	P19784	Q9C0J9	0.333333333333
P19784	Q8N7H5	P19784	Q9H063	0.25
P19784	Q8N7H5	P19784	Q9HCE7	0.166666666667
P19784	Q8N7H5	P19784	Q9P2X7	0.176470588235
P19784	Q8N7H5	P19784	Q9P2Y4	0.1875
P19784	Q8N7H5	P19784	Q9UBN7	0.176470588235
P19784	Q8N7H5	P19784	Q9UNH7	1.0
P19784	Q8N7H5	P19784	Q9Y6N6	0.1875
P19784	Q8N7H5	P19784	V9HWG3	0.166666666667
P19784	Q8N7H5	P19784	B4DEE8	0.214285714286
P19784	Q8N7H5	P19784	O00267	0.176470588235
P19784	Q8N7H5	P19784	O14503	0.333333333333
P19784	Q8N7H5	P19784	O60282	0.176470588235
